42768,836.59,842.49,828.26,839.95,838.72,7.35,0.0091,7.6,6111033930
42767,829.21,833.78,824.94,832.35,829.27,3.85,0.0108,8.87,3192946810
42766,823.75,826.99,819.56,823.48,822.58,3.14,-0.0083,-6.9,2580570290
42765,833,833.5,816.38,830.38,826.39,3.75,-0.0064,-5.39,3097018110
42762,839,839.7,829.44,835.77,834.53,3.00,-0.004,-3.38,2502290080
42761,835.53,843.84,833,839.15,839.12,3.59,0.0031,2.63,3010001920
42760,825.79,837.42,825.29,836.52,833.22,4.02,0.0171,14.08,3352345100
42759,822,823.99,814.5,822.44,819.55,2.97,0.0056,4.56,2438538520
42758,806.8,818.5,805.08,817.88,812.97,2.80,0.0118,9.55,2274642190
42755,815.28,816.02,806.26,808.33,810.68,3.38,-0.0009,-0.71,2736467480
42754,810,813.51,807.32,809.04,810,2.54,0.0019,1.56,2057873030
42753,809.5,811.73,804.27,807.48,807.66,2.35,-0.0028,-2.24,1911391090
42752,815.7,816,803.44,809.72,809.69,3.67,-0.0091,-7.42,2971938400
42748,814.32,821.65,811.4,817.14,817.7,3.79,0.0043,3.5,3100847030
42747,800.31,814.13,799.5,813.64,807.32,4.87,0.0183,14.62,3934942200
42746,793.66,799.5,789.51,799.02,794.69,2.99,0.0039,3.12,2378329200
42745,796.6,798,789.54,795.9,794.74,2.56,-0.0013,-1.02,2033294630
42744,798,801.77,791.77,796.92,796.89,3.45,0.0012,0.93,2746393470
42741,782.36,799.44,778.48,795.99,791.96,5.99,0.0199,15.54,4741285810
42740,761.55,782.4,760.26,780.45,774.52,5.83,0.0307,23.27,4516156090
42739,758.39,759.68,754.2,757.18,757.25,2.51,0.0047,3.51,1900985600
42738,757.92,758.76,747.7,753.67,752.22,3.52,0.0051,3.8,2649739130
